# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 2
# Warmup Iteration   1: 12555.172 ops/s
# Warmup Iteration   2: 12837.985 ops/s
# Warmup Iteration   3: 12861.109 ops/s
# Warmup Iteration   4: 12863.434 ops/s
# Warmup Iteration   5: 12851.766 ops/s
# Warmup Iteration   6: 12859.264 ops/s
# Warmup Iteration   7: 12857.231 ops/s
# Warmup Iteration   8: 12853.846 ops/s
Iteration   1: 12853.803 ops/s
Iteration   2: 12819.927 ops/s
Iteration   3: 12857.560 ops/s
Iteration   4: 12864.507 ops/s
Iteration   5: 12814.173 ops/s
Iteration   6: 12861.005 ops/s
Iteration   7: 12858.326 ops/s
Iteration   8: 12830.934 ops/s
Iteration   9: 12855.065 ops/s
Iteration  10: 12838.891 ops/s

# Run progress: 10.00% complete, ETA 00:22:38
# Fork: 2 of 2
# Warmup Iteration   1: 12615.623 ops/s
# Warmup Iteration   2: 12823.872 ops/s
# Warmup Iteration   3: 12849.738 ops/s
# Warmup Iteration   4: 12854.363 ops/s
# Warmup Iteration   5: 12797.170 ops/s
# Warmup Iteration   6: 12810.390 ops/s
# Warmup Iteration   7: 12839.040 ops/s
# Warmup Iteration   8: 12827.751 ops/s
Iteration   1: 12819.208 ops/s
Iteration   2: 12804.363 ops/s
Iteration   3: 12836.604 ops/s
Iteration   4: 12797.091 ops/s
Iteration   5: 12828.064 ops/s
Iteration   6: 12849.914 ops/s
Iteration   7: 12842.857 ops/s
Iteration   8: 12829.130 ops/s
Iteration   9: 12860.979 ops/s
Iteration  10: 12838.443 ops/s


Result "com.meylism.databind.Deserialization.dsljson":
  12838.042 ±(99.9%) 17.304 ops/s [Average]
  (min, avg, max) = (12797.091, 12838.042, 12864.507), stdev = 19.927
  CI (99.9%): [12820.738, 12855.346] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
