# JMH version: 1.34
# VM version: JDK 1.8.0_262, OpenJDK 64-Bit Server VM, 25.262-b10
# VM invoker: /usr/lib/jvm/java-1.8.0-openjdk-1.8.0.262.b10-0.el7_8.x86_64/jre/bin/java
# VM options: -Xms2g -Xmx8g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 16 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson

# Run progress: 0.00% complete, ETA 00:13:20
# Fork: 1 of 2
# Warmup Iteration   1: 22583.117 ops/s
# Warmup Iteration   2: 24444.536 ops/s
# Warmup Iteration   3: 23933.369 ops/s
# Warmup Iteration   4: 25266.107 ops/s
# Warmup Iteration   5: 25230.448 ops/s
Iteration   1: 24680.985 ops/s
Iteration   2: 25229.662 ops/s
Iteration   3: 25280.946 ops/s
Iteration   4: 24495.779 ops/s
Iteration   5: 23903.945 ops/s
Iteration   6: 23672.288 ops/s
Iteration   7: 24260.973 ops/s
Iteration   8: 24373.490 ops/s
Iteration   9: 23707.868 ops/s
Iteration  10: 24313.621 ops/s

# Run progress: 10.00% complete, ETA 00:12:11
# Fork: 2 of 2
# Warmup Iteration   1: 21719.500 ops/s
# Warmup Iteration   2: 24914.359 ops/s
# Warmup Iteration   3: 24864.320 ops/s
# Warmup Iteration   4: 24384.253 ops/s
# Warmup Iteration   5: 25010.542 ops/s
Iteration   1: 25430.826 ops/s
Iteration   2: 26026.729 ops/s
Iteration   3: 25270.020 ops/s
Iteration   4: 23468.691 ops/s
Iteration   5: 25719.478 ops/s
Iteration   6: 24019.735 ops/s
Iteration   7: 25501.594 ops/s
Iteration   8: 25692.826 ops/s
Iteration   9: 23461.880 ops/s
Iteration  10: 25363.300 ops/s


Result "com.meylism.databind.Deserialization.dsljson":
  24693.732 ?(99.9%) 718.853 ops/s [Average]
  (min, avg, max) = (23461.880, 24693.732, 26026.729), stdev = 827.832
  CI (99.9%): [23974.879, 25412.585] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_262, OpenJDK 64-Bit Server VM, 25.262-b10
# VM invoker: /usr/lib/jvm/java-1.8.0-openjdk-1.8.0.262.b10-0.el7_8.x86_64/jre/bin/java
# VM options: -Xms2g -Xmx8g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 16 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson_reflection

# Run progress: 20.00% complete, ETA 00:10:49
# Fork: 1 of 2
# Warmup Iteration   1: 13001.826 ops/s
# Warmup Iteration   2: 13837.652 ops/s
# Warmup Iteration   3: 13966.821 ops/s
# Warmup Iteration   4: 13690.915 ops/s
# Warmup Iteration   5: 13738.802 ops/s
Iteration   1: 13987.505 ops/s
Iteration   2: 13942.090 ops/s
Iteration   3: 13841.487 ops/s
Iteration   4: 14084.326 ops/s
Iteration   5: 13943.026 ops/s
Iteration   6: 13758.540 ops/s
Iteration   7: 13645.212 ops/s
Iteration   8: 13919.097 ops/s
Iteration   9: 13643.785 ops/s
Iteration  10: 13532.328 ops/s

# Run progress: 30.00% complete, ETA 00:09:28
# Fork: 2 of 2
# Warmup Iteration   1: 21521.861 ops/s
# Warmup Iteration   2: 23379.106 ops/s
# Warmup Iteration   3: 24356.275 ops/s
# Warmup Iteration   4: 24617.061 ops/s
# Warmup Iteration   5: 24890.267 ops/s
Iteration   1: 24646.703 ops/s
Iteration   2: 24093.399 ops/s
Iteration   3: 25048.307 ops/s
Iteration   4: 24343.953 ops/s
Iteration   5: 25061.397 ops/s
Iteration   6: 25509.422 ops/s
Iteration   7: 23892.926 ops/s
Iteration   8: 24998.146 ops/s
Iteration   9: 23527.173 ops/s
Iteration  10: 23795.193 ops/s


Result "com.meylism.databind.Deserialization.dsljson_reflection":
  19160.701 ?(99.9%) 4766.906 ops/s [Average]
  (min, avg, max) = (13532.328, 19160.701, 25509.422), stdev = 5489.576
  CI (99.9%): [14393.795, 23927.607] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_262, OpenJDK 64-Bit Server VM, 25.262-b10
# VM invoker: /usr/lib/jvm/java-1.8.0-openjdk-1.8.0.262.b10-0.el7_8.x86_64/jre/bin/java
# VM options: -Xms2g -Xmx8g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 5 iterations, 10 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 16 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
