# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 2
# Warmup Iteration   1: 7353.223 ops/s
# Warmup Iteration   2: 7433.820 ops/s
# Warmup Iteration   3: 7435.674 ops/s
# Warmup Iteration   4: 7432.540 ops/s
# Warmup Iteration   5: 7436.395 ops/s
# Warmup Iteration   6: 7434.305 ops/s
# Warmup Iteration   7: 7430.380 ops/s
# Warmup Iteration   8: 7440.484 ops/s
Iteration   1: 7428.899 ops/s
Iteration   2: 7427.648 ops/s
Iteration   3: 7409.342 ops/s
Iteration   4: 7443.628 ops/s
Iteration   5: 7422.046 ops/s
Iteration   6: 7420.807 ops/s
Iteration   7: 7424.858 ops/s
Iteration   8: 7421.661 ops/s
Iteration   9: 7426.981 ops/s
Iteration  10: 7420.527 ops/s

# Run progress: 10.00% complete, ETA 00:22:38
# Fork: 2 of 2
# Warmup Iteration   1: 7358.891 ops/s
# Warmup Iteration   2: 7457.733 ops/s
# Warmup Iteration   3: 7470.707 ops/s
# Warmup Iteration   4: 7465.025 ops/s
# Warmup Iteration   5: 7469.633 ops/s
# Warmup Iteration   6: 7452.856 ops/s
# Warmup Iteration   7: 7465.185 ops/s
# Warmup Iteration   8: 7470.714 ops/s
Iteration   1: 7456.793 ops/s
Iteration   2: 7464.254 ops/s
Iteration   3: 7446.909 ops/s
Iteration   4: 7442.547 ops/s
Iteration   5: 7468.696 ops/s
Iteration   6: 7450.638 ops/s
Iteration   7: 7447.195 ops/s
Iteration   8: 7457.481 ops/s
Iteration   9: 7462.630 ops/s
Iteration  10: 7429.550 ops/s


Result "com.meylism.databind.Deserialization.dsljson":
  7438.655 ±(99.9%) 15.221 ops/s [Average]
  (min, avg, max) = (7409.342, 7438.655, 7468.696), stdev = 17.528
  CI (99.9%): [7423.434, 7453.875] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson_reflection

# Run progress: 20.00% complete, ETA 00:20:07
# Fork: 1 of 2
# Warmup Iteration   1: 7360.833 ops/s
# Warmup Iteration   2: 7456.013 ops/s
# Warmup Iteration   3: 7458.181 ops/s
# Warmup Iteration   4: 7454.702 ops/s
# Warmup Iteration   5: 7458.299 ops/s
# Warmup Iteration   6: 7459.269 ops/s
# Warmup Iteration   7: 7460.612 ops/s
# Warmup Iteration   8: 7452.542 ops/s
Iteration   1: 7466.966 ops/s
Iteration   2: 7431.081 ops/s
Iteration   3: 7447.844 ops/s
Iteration   4: 7451.894 ops/s
Iteration   5: 7454.496 ops/s
Iteration   6: 7466.410 ops/s
Iteration   7: 7433.991 ops/s
Iteration   8: 7446.113 ops/s
Iteration   9: 7448.097 ops/s
Iteration  10: 7444.891 ops/s

# Run progress: 30.00% complete, ETA 00:17:36
# Fork: 2 of 2
# Warmup Iteration   1: 7476.824 ops/s
# Warmup Iteration   2: 7579.455 ops/s
# Warmup Iteration   3: 7593.358 ops/s
# Warmup Iteration   4: 7588.022 ops/s
# Warmup Iteration   5: 7593.891 ops/s
# Warmup Iteration   6: 7586.125 ops/s
# Warmup Iteration   7: 7586.538 ops/s
# Warmup Iteration   8: 7586.818 ops/s
Iteration   1: 7583.577 ops/s
Iteration   2: 7554.971 ops/s
Iteration   3: 7589.928 ops/s
Iteration   4: 7577.681 ops/s
Iteration   5: 7580.871 ops/s
Iteration   6: 7586.071 ops/s
Iteration   7: 7575.586 ops/s
Iteration   8: 7565.757 ops/s
Iteration   9: 7593.557 ops/s
Iteration  10: 7580.616 ops/s


Result "com.meylism.databind.Deserialization.dsljson_reflection":
  7514.020 ±(99.9%) 58.591 ops/s [Average]
  (min, avg, max) = (7431.081, 7514.020, 7593.557), stdev = 67.473
  CI (99.9%): [7455.429, 7572.611] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.gson

# Run progress: 40.00% complete, ETA 00:15:05
# Fork: 1 of 2
# Warmup Iteration   1: 2895.297 ops/s
# Warmup Iteration   2: 2944.230 ops/s
# Warmup Iteration   3: 2946.700 ops/s
# Warmup Iteration   4: 2950.315 ops/s
# Warmup Iteration   5: 2952.051 ops/s
# Warmup Iteration   6: 2952.222 ops/s
# Warmup Iteration   7: 2954.260 ops/s
# Warmup Iteration   8: 2950.624 ops/s
Iteration   1: 2949.832 ops/s
Iteration   2: 2949.610 ops/s
Iteration   3: 2947.441 ops/s
Iteration   4: 2948.798 ops/s
Iteration   5: 2951.919 ops/s
Iteration   6: 2949.450 ops/s
Iteration   7: 2949.286 ops/s
Iteration   8: 2953.503 ops/s
Iteration   9: 2951.749 ops/s
Iteration  10: 2950.578 ops/s

# Run progress: 50.00% complete, ETA 00:12:34
# Fork: 2 of 2
# Warmup Iteration   1: 2935.123 ops/s
# Warmup Iteration   2: 2987.391 ops/s
# Warmup Iteration   3: 2983.756 ops/s
# Warmup Iteration   4: 2991.948 ops/s
# Warmup Iteration   5: 2993.005 ops/s
# Warmup Iteration   6: 2992.303 ops/s
# Warmup Iteration   7: 2991.463 ops/s
# Warmup Iteration   8: 2993.824 ops/s
Iteration   1: 2991.431 ops/s
Iteration   2: 2994.188 ops/s
Iteration   3: 2992.160 ops/s
Iteration   4: 2992.475 ops/s
Iteration   5: 2991.970 ops/s
Iteration   6: 2987.198 ops/s
Iteration   7: 2995.371 ops/s
Iteration   8: 2988.900 ops/s
Iteration   9: 2983.961 ops/s
Iteration  10: 2994.872 ops/s


Result "com.meylism.databind.Deserialization.gson":
  2970.734 ±(99.9%) 18.436 ops/s [Average]
  (min, avg, max) = (2947.441, 2970.734, 2995.371), stdev = 21.231
  CI (99.9%): [2952.298, 2989.170] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.jackson

# Run progress: 60.00% complete, ETA 00:10:03
# Fork: 1 of 2
# Warmup Iteration   1: 5314.067 ops/s
# Warmup Iteration   2: 5379.861 ops/s
# Warmup Iteration   3: 5385.253 ops/s
# Warmup Iteration   4: 5385.117 ops/s
# Warmup Iteration   5: 5392.487 ops/s
# Warmup Iteration   6: 5387.918 ops/s
# Warmup Iteration   7: 5394.114 ops/s
# Warmup Iteration   8: 5386.428 ops/s
Iteration   1: 5390.837 ops/s
Iteration   2: 5385.206 ops/s
Iteration   3: 5387.127 ops/s
Iteration   4: 5383.656 ops/s
Iteration   5: 5375.897 ops/s
Iteration   6: 5381.962 ops/s
Iteration   7: 5323.109 ops/s
Iteration   8: 5383.449 ops/s
Iteration   9: 5389.249 ops/s
Iteration  10: 5392.842 ops/s

# Run progress: 70.00% complete, ETA 00:07:32
# Fork: 2 of 2
# Warmup Iteration   1: 5408.327 ops/s
# Warmup Iteration   2: 5461.731 ops/s
# Warmup Iteration   3: 5472.408 ops/s
# Warmup Iteration   4: 5466.317 ops/s
# Warmup Iteration   5: 5472.159 ops/s
# Warmup Iteration   6: 5472.697 ops/s
# Warmup Iteration   7: 5471.566 ops/s
# Warmup Iteration   8: 5474.662 ops/s
Iteration   1: 5469.132 ops/s
Iteration   2: 5461.020 ops/s
