# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson

# Run progress: 0.00% complete, ETA 00:25:00
# Fork: 1 of 2
# Warmup Iteration   1: 1215662.905 ops/s
# Warmup Iteration   2: 1242522.129 ops/s
# Warmup Iteration   3: 1243472.068 ops/s
# Warmup Iteration   4: 1245424.718 ops/s
# Warmup Iteration   5: 1245703.283 ops/s
# Warmup Iteration   6: 1245526.056 ops/s
# Warmup Iteration   7: 1245882.732 ops/s
# Warmup Iteration   8: 1245838.447 ops/s
Iteration   1: 1246487.637 ops/s
Iteration   2: 1245105.816 ops/s
Iteration   3: 1243214.646 ops/s
Iteration   4: 1246761.443 ops/s
Iteration   5: 1244990.586 ops/s
Iteration   6: 1244670.732 ops/s
Iteration   7: 1246890.110 ops/s
Iteration   8: 1241677.871 ops/s
Iteration   9: 1240591.947 ops/s
Iteration  10: 1246275.499 ops/s

# Run progress: 10.00% complete, ETA 00:22:38
# Fork: 2 of 2
# Warmup Iteration   1: 1222011.631 ops/s
# Warmup Iteration   2: 1247831.758 ops/s
# Warmup Iteration   3: 1253801.175 ops/s
# Warmup Iteration   4: 1253882.026 ops/s
# Warmup Iteration   5: 1252929.382 ops/s
# Warmup Iteration   6: 1254993.479 ops/s
# Warmup Iteration   7: 1254228.326 ops/s
# Warmup Iteration   8: 1252677.380 ops/s
Iteration   1: 1250163.828 ops/s
Iteration   2: 1252211.439 ops/s
Iteration   3: 1252576.027 ops/s
Iteration   4: 1253239.782 ops/s
Iteration   5: 1251895.856 ops/s
Iteration   6: 1254350.352 ops/s
Iteration   7: 1249352.462 ops/s
Iteration   8: 1255389.711 ops/s
Iteration   9: 1255477.391 ops/s
Iteration  10: 1253743.403 ops/s


Result "com.meylism.databind.Deserialization.dsljson":
  1248753.327 ±(99.9%) 4056.330 ops/s [Average]
  (min, avg, max) = (1240591.947, 1248753.327, 1255477.391), stdev = 4671.276
  CI (99.9%): [1244696.997, 1252809.657] (assumes normal distribution)


# JMH version: 1.34
# VM version: JDK 1.8.0_292, OpenJDK 64-Bit Server VM, 25.292-b10
# VM invoker: /usr/lib/jvm/adoptopenjdk-8-hotspot-amd64/jre/bin/java
# VM options: -Xms2g -Xmx5g
# Blackhole mode: full + dont-inline hint (auto-detected, use -Djmh.blackhole.autoDetect=false to disable)
# Warmup: 8 iterations, 15 s each
# Measurement: 10 iterations, 3 s each
# Timeout: 10 min per iteration
# Threads: 4 threads, will synchronize iterations
# Benchmark mode: Throughput, ops/time
# Benchmark: com.meylism.databind.Deserialization.dsljson_reflection

# Run progress: 20.00% complete, ETA 00:20:07
# Fork: 1 of 2
# Warmup Iteration   1: 1451381.888 ops/s
# Warmup Iteration   2: 1488982.948 ops/s
# Warmup Iteration   3: 1489181.740 ops/s
# Warmup Iteration   4: 1489270.271 ops/s
# Warmup Iteration   5: 1489706.852 ops/s
# Warmup Iteration   6: 1487767.034 ops/s
# Warmup Iteration   7: 1487899.638 ops/s
# Warmup Iteration   8: 1486892.880 ops/s
Iteration   1: 1483449.683 ops/s
Iteration   2: 1486716.817 ops/s
Iteration   3: 1489512.848 ops/s
Iteration   4: 1484016.527 ops/s
Iteration   5: 1493279.753 ops/s
Iteration   6: 1490672.354 ops/s
Iteration   7: 1485763.417 ops/s
Iteration   8: 1489425.888 ops/s
Iteration   9: 1488662.979 ops/s
Iteration  10: 1493814.906 ops/s

# Run progress: 30.00% complete, ETA 00:17:36
# Fork: 2 of 2
# Warmup Iteration   1: 1297799.777 ops/s
# Warmup Iteration   2: 1320751.444 ops/s
# Warmup Iteration   3: 1324062.502 ops/s
# Warmup Iteration   4: 1322099.651 ops/s
# Warmup Iteration   5: 1323111.109 ops/s
# Warmup Iteration   6: 1325294.997 ops/s
# Warmup Iteration   7: 1325335.471 ops/s
# Warmup Iteration   8: 1323633.609 ops/s
Iteration   1: 1316751.519 ops/s
Iteration   2: 1322805.513 ops/s
Iteration   3: 1325062.577 ops/s
Iteration   4: 1322878.323 ops/s
Iteration   5: 1321453.307 ops/s
Iteration   6: 1320512.178 ops/s
Iteration   7: 1321754.749 ops/s
Iteration   8: 1324083.382 ops/s
Iteration   9: 1324601.419 ops/s
